,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,
13203,1030,64,More like leggings,"After losing a lot of weight i thought i'd try a pair of skinny jeans and since pilcro is my favorite jeans brand, i bought my usual pilcro size but wow. these are just way too tight. they pull on like leggings or tights, clinging to every part of your leg - there isn't even a bit of looseness around the calves and my lower legs have never been big. i kept thinking i'd just lose more weight and they would fit better but that isn't happening either (the fit) so these are going to my daughter who",3,0,5,General,Bottoms,Jeans,
285,1104,36,Love this dress!,"After missing out on last year's similar dress, i am so glad i finally purchased this one! it is beautiful in person. i bought to wear to a wedding, but i am curious if others think it might be too white? i bought the peach color. i will keep this dress no matter what. hope they come out with more next season!",5,1,0,General,Dresses,Dresses,
9855,1080,31,Worth every penny,"After multiple purchase and returns (from other sites!) i decided to splurge on a dress for my college graduation (located beach side). this dress was better than i could have hoped. the fit is very flattering, loose & tight in all the right places. the adjustable straps underneath the overlay ensure the silk lays perfectly. the colors are gorgeous and the fabric is light as a feather. the slight train & back buttons adds elegance to an otherwise ""casual"" floral pattern. i would highly recommend",5,1,7,General,Dresses,Dresses,
8890,1020,35,,"After promising myself never to buy another a-line skirt that makes me look shorter, i caved in because this one is so cute. the material is soft but holds its shape. you do have to have a long narrow waist line to pull this one off and size up one as i'm usually a 2, but took a 4 in this beauty. vintage perfection. pair with turtleneck or form fitting sweater or tee and clogs or heeled tall boots. it's a must!",4,1,18,General,Bottoms,Skirts,
16586,1110,38,Excellent fit!,"After reading all reviews, i didn?t know what to expect, but i really loved the design so i ordered it any way. how positively surprised i was! this dress has a structure. the fit is great, just right in all places. the length hits right at the knee. i was afraid it would be too heavy for a denim dress, but it is actually thin and soft, not hot at all. for better understanding of the fit, i am 5?7?, 144 lb. and 34c. i?m between s and m in tops because of my wide shoulders, but size 8 in this dre",5,1,3,General,Dresses,Dresses,
16218,864,40,Oh my oh my,"After reading all the reviews and sizing down one size. i got my top size m, i usually wear m/l depending on the style. i'm 6 ft tall, 160 lb, i like my clothing loose but not as loose as this top. i should have gone to xxxxxs if such exists. no wonder there is such a low leap in price. it is a good quality though, and very nice pale peach color. no would not recommend, unless you wear 3xxxl",1,0,0,General,Tops,Knits,
3020,862,56,,"After reading all the reviews i figured at 40% off i could at least try it. i'm 5' 3"" and typically wear a m or size 10. i ordered the m, but as other reviews stated the arms were tight. since i'm expecting it to shrink, and want it to cover my booty, i ordered 2 colors in the l. it's exactly the oversized, slouchy look i wanted, without the neckline being too low, but will still be ok if it shrinks. i'll have these dry cleaned to minimize shrinkage. it's a wardrobe staple that looks great with",4,1,0,General,Tops,Knits,
15717,1078,56,,"After reading all the reviews i thought i would have to size up. went into my local retailer and found this dress in a size 4 burnt orange color (last one in stock). it was still marked $79 so i think thats why it was still there.. i crossed my fingers and tried it on, it fit perfect! not to short or tight in the upper sleeve. i'm 5'4"" so maybe that's why the lenght was fine on me. if you can find this in your local store try it on. it's really cute and comfortable. i also have the front lace up j",5,1,0,General,Dresses,Dresses,
16585,1110,31,"Unless you know a seamstress, don't bother","After reading all the reviews, i ordered up a size. the problem isn't that it runs small. it's that they took the bodice of a true size and stuck it on the skirt of a small size. or if you want to think of it differently - the bodice of a large size on to the skirt of a true size. the 4 top with the 6 bottom would be perfect. unfortunately - you get a size 4 fitted bodice with a skirt that puckers at the back and shows all your flaws (spare tire) or a size 6 that is atrociously long in the torso",3,0,9,General,Dresses,Dresses,
13071,1094,33,Couldn't get it to work!,"After reading every review, i was certain i knew exactly what i was getting with this dress. wrong. i sized up from a small to a medium and the dress was still uncomfortably tight on my rib cage. the top is very exposing of the bust, and i'm small busted. i can't stand wearing camis, so there no way i'd be able to wear this dress even if i sized up again to a large. for reference, i'm 5'6"", a straight build 134 lbs, and wear a 6. pluses on this dress are, i loved the green color and length of sk",2,0,1,General,Dresses,Dresses,
13806,1078,49,Adorable!,"After reading many of the reviews stating the dress can have the potato sack look, i certainly had concerns. particularly since i am petite, hourglass, athletic, and approaching 50. i decided t give the blue shade a try. the lighter shade is beautiful but was afraid it would wash me out with my darker hair and olive-toned skin. let me start by saying the blue is so beautiful and rich looking. the velvet has such dimension and is no ordinary velvet material. it is also lined. when i first tried i",5,1,1,General,Dresses,Dresses,
8156,820,62,Sold on reviews,"After reading many positive reviews i ordered. sure glad i did. i love the light, airy fabric. it hangs nicely. i am mostly a 12, sometimes a 14. i ordered both sizes and the 14 was a perfect fit. i am very pleased with this purchase. thought it might be too girly and/or young looking on me, but not so at all. i got the white and i certainly like the red detail at the button holes too.",5,1,0,General Petite,Tops,Blouses,
17299,825,68,Very cute!,"After reading other people's reviews, i was afraid it might be too long. i ordered the regular xs as all the petite a were sold out. i found the length to be perfect and i am only 5'2"".",4,1,1,General,Tops,Blouses,
12498,862,53,Nice maternity tunic,After reading other reviews i ordered a small. my usual size is a m. it was huge all around. it's a beautiful print but i think it would make a nice maternity top.,3,0,0,General,Tops,Knits,
7140,891,27,**great for broad shouldered women**,"After reading previous reviews i definitely had to give this a try since i have broader shoulders than the average woman. my regular size (small) was not available anymore so i went with medium and i have to say it worked out well. the small would have not given me the slouchy factor that the medium gives me. this top definitely has no problem staying ""off the shoulder"" since i have broad shoulders it doesn't completely come off me. loving the boho-chic vibe of this!",5,1,0,General,Tops,Fine gauge,
10905,1081,58,,"After reading reviews, i ordered a medium instead of a large even though i am typically a size 12. it was definitely the right decision. a very flattering dress in a beautiful color. if you order in the right size, it is not at all dowdy. it is forgiving in the belly area, which is great for me. it can be worn with tights or without tights, so really quite versatile. i am sure that i will wear it a lot. also, it is very comfortable.",5,1,9,General Petite,Dresses,Dresses,
4890,834,52,Boxy - odd fit. bodice not as fitted as shown,After reading so many great reviews i was sure i was going to love it but i'm so glad i tried it on in the print at the store. the small was baggy in the bust - ti was not slightly fitted as shown in the picture. the extra small was to small in the chest and the seam came up too high. it was also very low cut. the shirt as shown has to be pinned behind the models back because there's no way it would look like that otherwise. if it would have been a little more tailored as shown in the photo i wo,3,0,2,General Petite,Tops,Blouses,
15968,1072,36,Exactly what i thought,"After reading some reviews about it running small i decided to order the 8 instead of my regular size 6 and bingo! i'm 5""7' 144 lb. dress hits right above my knees. i'm between slender and curvy.",5,1,0,General,Dresses,Dresses,
20770,1078,37,Not impressed,"After reading the glowing reviews i was excited to buy this on sale. i'm tall and lean, but found the dress looked slightly awkward and off on me compared to the model pictures. firstly, the top has a strange transition to the skirt, with extra fabric you have to either blouse over the skirt or bunch together. if you blouse it and lay flat, it invariably gets bunched as you wear it. this bunching changes the aesthetics of the color blocks, creating less clean lines. i also found the blue, black",2,0,0,General,Dresses,Dresses,
14086,829,44,Not great quality,"After reading the other reviewers i decided to try this out. unfortunately, the material does not fall nicely on me and the belt hits in an unflattering spot. i like the idea but it's just not a flattering cut or material. going back!",2,0,0,General,Tops,Blouses,
22982,1089,36,Not the same dress,"After reading the other reviews i still took a chance on ordering this dress becasue it looks so cute on the model. the dress they sent me is not this dress. it is the same material although the one i received had only one stripe down the canter, like a cross. there was no v back as stated by the other reviewer. it was scoop and if you pulled it down, the neck went up. the dress i received is branded as holding horses while the brand listed on here, is rava. the length measured at 39"" not the st",1,0,10,General,Dresses,Dresses,
23431,854,37,Gorgeous,"After reading the other reviews, i felt compelled to write one for this top. it is not often that i get to shop at an retailer store, but a few weeks ago, i had the pleasure. i saw this top, and while it was not on sale, i had to have it. yes, it is sheer and so you do need a camisole under it. the gold and silver embroidery is gorgeous. to be honest, this is my favorite top in my closet right now. i can dress it up or make it more casual. and, now that it's on sale, don't hesitate in this purchas",5,1,2,General Petite,Tops,Knits,
10194,1076,60,Adorable,"After reading the other reviews, i had to write my own. i think this dress is adorable. it is a tunic and advertised as such. i think the drawcord and the way it is styled is really different and gives the dress some pop. i am 5'4"" so the length is good for me. i didn't have trouble with the arms as some did. the slip was a problem , too small, especially considering the dress is a tunic and fits as a tunic. the dress fits me as it does the model. with a pair of cute boots, this dress rocks.",4,1,1,General,Dresses,Dresses,
3931,819,62,Will be wearing this shirt all summer!,"After reading the other reviews, i took a chance and ordered the peach one and the blue (red?) one in large. i am usually at the top end of xl's, but i've noticed that holding horses items tend to run a bit bigger. i hit the jackpot with this one. yes, it's a little ""boxy"". all the better to hide what i want to hide. the length is perfect for me and the gathers at the shoulders give enough room across the chest so that it doesn't pull at the buttons. the peach one came today, and i was a bit sur",5,1,0,General,Tops,Blouses,
8068,1077,26,Disappointing,"After reading the previous review, i was pretty confident in ordering this dress. it arrived in the mail today, and i was so disappointed. first of all, it's huge. the medium was way too big on me, and i'm never a small at retailer! (i even considered ordering the large in this - my normal size at retailer.) second, the colors are not as vibrant as in the photo, and the fabric felt cheap. finally, it just looked like i went to hawaii and bought a drab dress there that didn't fit right.",1,0,1,General Petite,Dresses,Dresses,
16859,975,24,Way too big,After reading the previous reviews i thought sizing down would be a great idea. as soon as i pulled it out of the bag i knew that the xs/s was still wayyy too big. for reference i am 5'3 and a 34ddd and usually wear an 8 but this thing was enormous. it was shapeless and boxy but done so horribly it looked like i was pregnant. it has an adjustable draw string at the bottom which helps to make you look like a balloon. such a disappointment. the design was lovely and it looked very high quality and,1,0,3,General Petite,Jackets,Jackets,
123,836,24,So beautiful! gorgeous orange color!,"After reading the previous reviews, i ordered a size larger. i am so glad i did it! it fits perfectly! i am 5'4""/115/32dd and went with the s regular. so beautiful! i can't wait to wear it!",5,1,0,General,Tops,Blouses,
1581,862,26,Order up a size!,"After reading the reviews about this top being really clingy, i decided to order up a size and purchased a medium. when i took it out of the box today and held it up it looked huge and i thought i had made a mistake. however when i tried it on it actually fit really well! i could see if i had ordered my usual small how it would have clinged to my body in a unflattering way. very happy with the top and thankful for the reviews.",5,1,0,General,Tops,Knits,
783,895,47,Didn't work on my pear shape,"After reading the reviews i decided to give this a try, but it just didn't work on me. i'm 5'8, smaller on top, and usually wear m in retailer sizes. this was ok in the shoulder and arm area but a little too snug for me in the hips. also, the diagonal striping made my boobs disappear and the pattern at the bottom emphasized my tummy and rear. not exactly the look i was going for. back it goes.",3,0,0,General,Tops,Fine gauge,
948,154,40,Shorter than expected,"After reading the reviews i placed an order because it was the only top that caught my eye on the entire price downs. lately all my usual l/10 sizes from retailer turn out huge so i ordered a size smaller from what i usually wear. all would have been ok if the top wasn't so darn short. for reference i'm 6 ft tall, 160 lb. it's weird that this top looks completely the opposite of the model on the photo, from a loose looking fit with longer sleeves looking like a stylized sweatshirt that is not what",2,0,4,Initmates,Intimate,Sleep,
22033,833,36,,"After reading the reviews i sized down to a 6. once i received it, i loved the fabric and color, however it was so ill-fitting. it's like the designer didn't even use female measurements and used a box to make this top--too wide. i liked it so much that i sized way down to a 0 and it still fit horribly. it is too wide and not long enough. both are going back!",1,0,1,General,Tops,Blouses,
12584,936,47,Awesome sweater for winter!,"After reading the reviews i was hoping to be able to try this on in store. i was able to try on a xxs and a xs in the store on the sale rack. i tried both on and i usually will take an xs or small in sweaters. funny, but the xxs seemed to be a little longer in the front and the fit is nicer on me. after reading others review of this sweater i thought for sure it would be super short on the xxs but it wasn't. just goes to show you should always try on first! i did not feel that the sleeves were l",5,1,0,General Petite,Tops,Sweaters,
2239,872,65,This is a wonderful top!,"After reading the reviews, i decided to order this top. i was so pleased, and when i wore it for the first time, i had someone ask me where i got it. it is perfect with leggings because it is long enough to cover my leggings in the front as well as in the back. i want to order it again in different colors.",5,1,0,General,Tops,Knits,
7713,936,37,Love the popcorn sweater!,"After reading the reviews, i decided to size up to a m (instead of a small). so glad i did - the arms are a tad long, but other than that it fits perfectly. love this in yellow :).",5,1,1,General,Tops,Sweaters,
20818,1078,39,,"After reading the reviews, i had high hopes for this dress but was disappointed that it wasn't flattering on me. 

i'm 5'4"", 126 pounds and generally wear a size small, but the small of this dress looked more like a maternity outfit on me. it squeezed the bust a bit too much, and left open some of the areas just under the arms that could probably have used a teensy bit more coverage to be truly flattering.",2,0,0,General Petite,Dresses,Dresses,
6476,862,41,Runs large and small!,"After reading the reviews, i ordered an xs and a s in this, though i usually wear an xs in bordeaux. i kept the xs. to me, the sleeves and shoulders run small, while the rest of the shirt is flowy through the torso. i prefer more fitted shirts, but decided this one looked ok. at 5'6"", the hem hit at my hip. i did not find it scratchy at all. in the pink, with a nude bra, it is not terribly see-through, but with a black bra, it is. i washed it in a lingerie bag and laid it flat to dry. maybe it s",4,1,0,General Petite,Tops,Knits,
1225,1095,42,Elegant and comfortable,"After reading the reviews, i ordered this dress in an xs and sp. i'm 5' 3"" and 120 lbs. the xs was too long and too big on the bottom while being too tight in the chest. the sp fits perfectly. i'm wearing this to a wedding and know that i will get lots of use out of it for many different occasions.",5,1,0,General,Dresses,Dresses,
20420,1095,63,Darling well made dress,"After reading the reviews, i was a little afraid of the fit before the dress arrived, having ordered it online. it is a darling dress. i am big busted (36d) and it fit just fine. also, it has an cute attached slip, so i didn't find it see through. the color is gorgeous, i chose the blue, and it will be perfect for summer. no problem at all with the armholes!",5,1,6,General,Dresses,Dresses,
820,969,34,Super cute- order a size down,"After reading the reviews, i was hesitant to purchase, but glad i did. i'm usually an xs or s depending on the brand, but i got this in a xxs. it fits perfectly and is so cute. does not look like a bathrobe at all. i love it because it's almost like a cardigan blazer...looks like a blazer but feels like a cardigan!",5,1,0,General,Jackets,Jackets,
7825,1078,33,Great transitional dress!,"After reading the reviews, stating that this dress was a tent and only fit for the tall and small chested, i kind of had a battle of wills in my head over ordering it. it is very ""me,"" but me is also 5'5, curvy, and possessing a 36g bust. i had to post a review, because i received the dress today, and i actually love it. i ordered a 16 and i love the fit. i know it's flowy, but on me, it's far from tent-like. i think it's great now as a pre-fall piece with some sandals and a jean jacket, and as",5,1,2,General Petite,Dresses,Dresses,
11110,90,51,Best leggings ever,"After reading the reviews, these leggings seemed to be the best leggings ever. i'm usually not a leggings gal, but decided these might be the ones to take me through winter with long cozy sweaters. i read the profile of those who purchased and were happy with the fit before making my purchase. i'm 5'2"", 134lbs and bought a medium. while they fit nicely through the waist and thighs, from the knees down they're baggy and really don't fit like a legging. in the photo you can see some slack around t",4,1,0,Initmates,Intimate,Legwear,
22691,1087,67,Overpriced potato sack,"After readying the reviews of this dress, i thought for sure i was purchasing a winner. boy, was i wrong! first, this dress feels like a potato sack and looked like one on. i felt that it was very boxy and more of a o' one size fits all' sizing. it did not embrace my curves at all. the material was not as chic as i would have thought. overall, the entire dress was not flattering. honestly, i do not understand what the rave reviews were talking about it.",1,0,0,General Petite,Dresses,Dresses,
694,1110,24,"Beautiful dress, weird sizing","After reviewing the comments for this dress i was really hesitant about buying it online, so i finally went to the store and all of the reviews are 100% true. this dress is amazing in terms of quality, but the sizing makes zero sense. i'm normally a size 12, but based on the reviews i initially tried on a medium. even that was huge, arm holes so long you could see my entire bra. so i tried on the small and that fit perfectly. unfortunately, unless you're normally an 8(maybe) or above in sizing,",4,1,0,General Petite,Dresses,Dresses,
8589,1078,33,Better than expected,"After seeing an influx of this dress in my instagram feed i decided to go ahead and purchase it last weekend. i'm usually leery with the length of swing dresses, for instance the endora swing dress (paper crown) is a touch too short for my taste in petite sizing. either way, i decided to go ahead and purchase this dress in petite considering no previous reviews mentioned the length of the dress to be an issue. 



typically, i take a size 0 or xs in retailer clothing. i ordered a size 0 petite and",5,1,5,General,Dresses,Dresses,
19816,1080,39,Very well made but waistline sits high,"After seeing how this looked on model in the picture i had a feeling it might be not only a bit short but also high waisted. so i took a chance and ordered a regular size 2. i am 5'1 115lbs, so i typically order a petite 2. received this today and am very happy i made that choice. the waistline hits where it should and the skirt hit right at my knees. the fabric is perfect for winter. i was actually surprised at the weight of the dress when i pulled it from the box - it was very heavy. the lace",5,1,2,General Petite,Dresses,Dresses,
20691,833,36,Still not sure about this,"After seeing the picture online, i was coveting this top for a while and then retailer days happened! i immediately ordered it, but i'm still not sure if i'm going to keep it. i ordered a 2p (0p was sold out) and i was assuming it was going to be a little big, but i like flowy. the sleeves and chest are perfect but the top is cut so generously in the back (and it's a bit longer in the back as well) i feel like it looks like i'm wearing a wedding dress. i love it from the front. i'm going to try to",3,0,1,General,Tops,Blouses,
8330,1098,41,Not so much....,"After seeing this dress online and noticing how quickly it sold out, i was curious about it, but thought i was out of luck. it just so happened that i ran into the store and they had one returned in my size. i tried it and wasn't sold. however, i loved the color. it was snug across the shoulders and arms. the rest was somewhat flowy, but boxy at the same time. i ended up bringing it home to think on it. after trying it on again, i realized the snugness across the shoulder really caused the top t",3,0,1,General,Dresses,Dresses,
8625,1078,43,,"After seeing this dress online i wanted to try it on and was not disappointed when i did. even though the coral color dress of the same style was pretty it wasn't the right color for me. i absolutely love the blue and white dress! i usually wear a size 8 but found the 6 was more flattering. i'm 5'2"" and the length was perfect - above the knee but not too high. love it!",5,1,4,General Petite,Dresses,Dresses,
825,886,39,Weird shape.,After seeing this on anthto's facebook page i was so excited to order. i ended up going to a store and trying on. i couldn't believe it was the same shirts when i first saw it. i thought this ran quite big. and the shape was odd. lots of material in the middle. i am a mom of 3 young kids and didn't want people to think #4 was on the way.,2,0,15,General Petite,Tops,Knits,
17900,861,47,Complimentary color,"After seeing this top in the catalog i also spotted it in the retailer store. the peach color is even more perfect in person and compliments my skin tone perfectly. the style of the top is unique and flattering. now that i see even more colors, i'll need to buy more. my one reservation is that the material is super soft but very thin, so i hope it doesn't get holes - i want to wear this one all summer!",5,1,1,General,Tops,Knits,
6459,170,62,Very feminine,"After surviving the winter months in various combo's of flannel and wool, i was craving something feminine to wear for lounging and sleeping while traveling the mediterranean with a friend. this little gown looked ideal. the lace is very feminine, and smoother than i feared. i reserved a single star over concern that the jersey knit of the body won't hold up to the test of time. it is not sheer, rather just opaque enough so i won't be self conscious. the curved, high waist is flattering.
regardi",4,1,2,Initmates,Intimate,Sleep,
1095,829,66,Maybe,"After the reviews about sizing, i ordered the size 16 (am normally size large). interestingly, the tag on the blouse says it's a 14. with all that said, the blouse is cute enough and sizing up gave me enough length (in spite of the higher sides) that i'm considering keeping it. although it's a bit big, it flows nicely and isn't oversized in that wide, crazy way. the sleeves are a bit too big but they're cuffed with a button and can be rolled. the fabric is somewhat crinkled in texture. i got the",3,1,0,General Petite,Tops,Blouses,
13373,1072,35,"Great dress, poor stitching","After the second wash, the stitching in the armpits completely fell apart. after sewing it back up, wearing it, and washing it a third time, the stitching in the other armpit completely fell apart as well. not sure if this was just a fluke, but it was very disappointing. now that both armpits are sewn and all other stitches are intact, i must say that this is a great dress. i would have returned the dress to retailer, but i've already washed and worn it, so again...very disappointing. i would say",2,1,2,General,Dresses,Dresses,
21527,408,34,Perfect suit for mom on the go!,"After trying several one piece options i decided to buy this gorgeous tankini. i love the fit - bottoms stay put while running around the beach with my girls, but still stylish. the top is a perfect fit- little lining and halter adjustable tie is flattering on a smaller chest. the material is high quality and i will be living in this all summer long. there is about a two inch gap between the top and bottom.",5,1,1,Initmates,Intimate,Swim,
15368,1086,48,Wanted to love this dress,"After trying several sizes, including petite and regular, i am sad to return this dress. the regular sizes were too long on me (i am 5'4"") and although the petite fit me just a little short, the biggest issue was how tent like it fit me. i wanted it to look like it does on the model but i just couldn't get the fit. usually i have great luck with cloth & stone.",2,0,5,General Petite,Dresses,Dresses,
22338,895,44,Good for one use,"After washing this top pilled terribly. it is beautiful, but only for one use.",1,0,0,General,Tops,Fine gauge,
10503,1022,32,Ag wins again,"Ag is my go-to brand for comfortable, high quality jeans. these fit the bill!",5,1,0,General,Bottoms,Jeans,
10555,1022,36,Great fit!,"Ag jeans are the only brand that fit my body type. for reference, i'm 5'4"", short-waisted with larger athletic thighs, smaller waist, bigger behind (or pear-shaped) and shorter legs. this is first time i didn't have to cut off several inches in length, though i may need to hem a few inches as these jeans hit right below ankle (not above like model photo). i usually wear a 29 in ag, but went up one size based on other reviewers comments. ag jeans are worth the price: great quality and made in the",5,1,4,General,Bottoms,Jeans,
9446,1022,32,Love!,"Ag jeans have become my favorite and these didn't disappoint. ridiculously comfortable! i think they run a tad big, but maybe not enough to size down. just enough to where i'll need to wash them more often, maybe.",5,1,0,General,Bottoms,Jeans,
19685,1022,51,Not what i expected,Ag jeans have been a main stay for me. they are the most comfortable and best looking jeans on my body. however this pair was too tight and shorter then i liked. the fabric and color is beautiful. i wear the same size for ag no matter the design. but this one ran too small. i have to return it. i will try the next size up if they still have them.,1,0,0,General Petite,Bottoms,Jeans,
814,886,34,Might be great if you have a bun in the oven!,"Again, bought this while wearing my retailer colored glasses. i loved the flowiness and color of the dark pink, and was convinced in the dressing room that this top made me look like a chic goddess, mid-vacation on the amalfi coast. i tried it on at home, and it straight up looked like i was wearing a maternity top. since i'm not with child, this one's going back!",2,0,0,General Petite,Tops,Knits,
21672,1008,33,Love maeve skirts!,"Again, maeve knocks it out of the park with this skirt! great quality, style and comfort! i love that it's machine washable. so great and versatile for work or a night out! this is not a ""con"" but might be a bit long for short ladies. i'm 5'6"" and it's below the knee.",5,1,0,General Petite,Bottoms,Skirts,
6099,1087,30,"Sure, if you want to wear a granny nightgown...","Again, nope. looks chic on the model, looked like a floor-length flannel nightgown on me. if you'd put a bonnet on me and stuck a candlestick in my hand, i could double for ebenezer scrooge in ""a christmas carol."" i believe the word i used to describe it when i tried it on was ""shmata"" (yiddish for ""rags). it looked like i was wearing a rag. the ruching didn't do anything to flatter my figure, the knit did not seem terribly warm for a sweater (felt more like rayon or nylon jersey than a knit swe",2,0,7,General,Dresses,Dresses,
6572,1078,46,,Agree 100% with other reviews. this dress flares a lot so it does resemble a tent. to size down causes a problem in the shoulders. i had to keep the 8 - which is what i usually wear to accommodate my broad shoulders but i love it so much i am having it altered to taper and adding the pockets you would expect a dress like this to have. at this price i am hoping it's worth it.,4,1,0,General Petite,Dresses,Dresses,
8800,1025,33,High rise,"Agree with above review. these are described totally wrong. they are not 8.5 rise. they are very high rise, so much that i didnt even try them on...the color isnt good either, it looks like a cheap levi's color or just not a quality denim. if you like high rise, you might like them. i can't comment on fit..",1,0,2,General Petite,Bottoms,Jeans,
1283,850,33,Versatile blouse!,"Agree with other contributer - this is a great piece to snag on sale. i bought this 2 months post partum with the intention of hiding the post baby belly - which is does well! i think it fits true to size (i'm typically l and this l fit well). i can see how certain body types it would look maternity, but i'm short and curvy and the blouse is flattering. it's lightweight, so i plan to add a cardigan in the fall/winter.",4,1,0,General,Tops,Blouses,
15545,868,30,Huge,"Agree with other poster. this shirt runs very big. i'm all for a flowy, shirt that hides my belly but this is just a tent. i'll be retuning it.",1,0,5,General,Tops,Knits,
8357,1116,34,Massive and unflattering,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,1,0,3,General Petite,Jackets,Outerwear,
23157,1094,35,Runs a little big for hd,"Agree with other reviewers : this dress is surprisingly nice weight/quality fabric. it's also very swingy. i find i am usually a size 10 in hd in paris items (m in deletta and s/m in meadow rue, for comparison) since i'm a 34d i find hd in paris items to leave too little room for larger busts so i size up. in this dress i'm going to try for the m, since the l i ordered was too big, the swingyness leaves lots of room if you are an hourglass shape and the sleeves were roomy without being too big.",4,1,0,General,Dresses,Dresses,
12066,1080,28,Adorable dress but different than pictured,Agree with other reviewers that the dress doesn't look like the picture so retailerpligie should really change it out. however i'm keeping the dress since it does look cute on. definitely more yellow in it than you can see.,4,1,0,General,Dresses,Dresses,
10564,929,62,Stylish,"Agree with other reviewers that the sweater might swallow you up unless you are tall. it's soft (not itchy), well made, comfy and stylish. i want it to get cold out so i can wear it!",5,1,2,General,Tops,Sweaters,
7826,956,42,Love it,Agree with other reviewers the jacket is better in person than on model very nice jacket model does it no justice,5,1,0,General Petite,Jackets,Jackets,
13072,1094,29,Runs small,"Agree with other reviewers: this runs narrow in the skirt. the top is also quite low-cut, and it's already lined so i can't see wearing a cami or slip. i like the black-and-white print and the shape, and might have tried a size larger in the store. finally, it's an awkward, unflattering length. i'm 5'4"" and it hit below my knee.",3,1,0,General,Dresses,Dresses,
20287,1095,39,Odd fit,"Agree with previous reviewer. i am usually an xs p in this brand (5'3"" 115 lbs) but i could not get the internal slip over my head. the chest area was fitted (i am a 32b) but then the skirt was very full and loose. i could have cut out the slip, but worried it would be see through and just not worth it at full price.",1,0,5,General Petite,Dresses,Dresses,
2178,872,32,,"Agree with the other reviewers. this top is excellent. great length, weight & bounce to it, flattering without being clingy. i'm 5'10"" with a long torso, so i'm always in the market for tops with longer hemlines and decent material without being too tight or clingy. this one i love! i bought it in black, then went back for the turquoise, then two more... if that doesn't tell you what a great shirt this is, i don't know what will.",5,1,0,General,Tops,Knits,
3290,984,58,Just what i was looking for!,"Agree with the others. when i saw this jacket in the store i really liked it, and when i tried it on i had to have it! it looks great, drapes beautifully and the color goes with so many things. my first instinct was to size up to a medium to maximize the drape, but it wasn't necessary. runs a tad on the large side.",5,1,1,General,Jackets,Jackets,
16949,984,66,"Cool, soft tough girl vibe","Agree with the positive reviews. this fits nicely with my casual lifestyle. i ordered an xl in the grey although i generally wear a large. it's a bit oversized with plenty of room for layering. it does bulge a bit in the back but the knit waistband still hits just below my waist. the only drawback is that the sleeves are a bit wide, long and loose at the wrist. it's lined in the body with a soft fleece. the sleeves aren't lined but have a soft silky fabric in the cuffs so easily rolled, adding i",4,1,2,General,Jackets,Jackets,
17806,855,43,Great piece!,"Agreed that the pictures do not do this top justice. it's got shiny threads woven in the fabric and gives off an iridescent, colorful sheen. it can be dressed up or down, worn with a number of various styles - jeans, dress pants, skirts. the back adn arms are a tweed sweater knit, the front is an unforgiving acetate - dry clean only - hand wash will ruin this piece! i normally wear a small, but it was tight in the chest (34c) so i went with a medium and it worked fine.) no stretch in the acetate",5,1,1,General,Tops,Knits,
1511,1080,39,"Red ""evanthe"" dress","Agreed with the previous reviewer, this is the same dress as the evanthe dress that came out this summer, but in a rich beautiful red/wine color. the color differences in the pattern are , however, more subtle than the summer version, remaining in one palette. yo u can't tell from the picture, but the back is longer than the front. the neckline is very flattering, i found this one a little more snug than the evanthe (around the rib cage), tried on 00p (size for evanthe) might be better as 0p in",4,1,1,General,Dresses,Dresses,
18050,1022,58,Best jeans on the market,"Ags are the only brand of jeans i wear. they fit beautifully and last forever. i like the slightly higher waist of these angels... very comfortable and flattering, with the perfect amount of stretch.  be warned, unless you're 7 feet tall, you'll probably need to shorten these. typically i buy the angelinas, but they're hard to find nowadays. ag, please don't stop making petites! one more thing... try them on before you cut off the tags. i bought 3 identical pairs and returned one, as the fit was",4,1,0,General,Bottoms,Jeans,
12572,1059,40,Can't be worn as pictured,"Ah! i wanted to love this but without anything under it (as pictured), the petite sizing reveals way too much side boob. i am 5'3"" and a small b cup. i ordered an xs petite. it fits but there isn't enough material under the armpits. the fabric and design is great other than this flaw. sadly returning.",1,0,17,General,Bottoms,Pants,
21504,975,34,Finally the spring coat i've been looking for!,"Ahh it's delightful! it's a little short in the fit, but it's so cute. and didn't cost an absurd amount like some more heavy weight or full trench coats. love it.",5,1,2,General Petite,Jackets,Jackets,
16815,831,59,It's okay,"Ahhh, i should have listened to previous reviews. indeed, this top runs very large. style wise, it is ok. i would say you could do much better at retailer.",3,0,1,General,Tops,Blouses,
20874,1079,59,Too much fabric,"Alas, i so wanted to love this. the photos of the models wearing it look gorgeous -- flowy, drapey, ultimate grecian goddess. but it just doesn't work unless you're super-skinny. too much material. almost bulky; strange looking. the print is so beautiful -- i love the pink floral, and i love the whole idea of the dress. but it just doesn't work. have to send it back. 



(i'm 5'6"", 135 pounds, 38-30-38, and i ordered a 10.)",2,0,23,General,Dresses,Dresses,
3122,862,41,,All i really need to say is this is the perfect layering piece. i love that you have a choice in the neckline that you want to wear. form flattering and is true to size.,5,1,11,General Petite,Tops,Knits,
