"ID","question","questionType"
2590,"Do these work for the 12 cup percolator. I read one review user said they used it for a 4-6 percolator? Will this work with larger amounts of coffee",1
95238,"I see no speaker hole on the outer case. I listen to music on my phone very often. How does it affect the sound?",0
13829,"Has anyone successfully cold brewed this product?",1
50650,"will this work with the blu unlocked phones and is this a micro sims card?",0
15688,"size",0
24490,"Will this work with Cornelius kegs, as far as connections? Thanks",1
46538,"does this come with the screws?",1
7691,"are the bottles 67 oz per bottle or is that the total amount?",0
11073,"How many ounces are in each tea packet?",0
112442,"Will this work well with a Samsung S-View flip cover on an S5?",1
10935,"can this be used to grow wheatgrass?",1
97217,"Does this case come with the belt clip?",1
39821,"Is this made in China?",1
76459,"does it work with t mobile",1
62104,"Will this fit a Motorola Droid MAXX with an Otter Box Comuter cover?",1
50649,"do you have to activate the simcard once you buy it or is it preactivated",0
85201,"Will it work with Page Plus?",1
40894,"How do we connect to the tablet",0
98141,"This is unlocked for African countries? Do this work with SIM card from south africa or Mozambique?",0
45608,"does it come with a charger",1
87818,"Can anyone tell me how to prevent it from coming on at top volume? hard on the ears if you forget and turn it on with earbuds in.",0
52448,"Can you charge the tablet with the case closed &amp; does it have cut-out for micro SD port?",1
32862,"Where does the SIM card go",0
26013,"What about cups or other dishes that are dishwasher safe for top rack only? Has anyone tried washing them in this machine?",0
66876,"is it worth the price?",1
23997,"Will it fit model number jgbp28teh3ww",1
80096,"Can I keep my iphone in the Otterbox and still use?",1
102541,"Can you answer and take calls wearing these?",1
35655,"Can I used this phone for caribbean use only?",1
48723,"phone states no contract reguired but a review by owner says just the opposite so contract yes or no",0
81876,"Good afternoon! i need know if this phone work in Venezuela? is gsm?",0
57907,"will this work with a quick release tripod head? I do not have a screw head, only the quick release.",1
48437,"I can t take the case off",0
56399,"will this case fit a visual land connect 7in tablet",1
58570,"I have an unlocked iphone 4s, my screen is nt working, this kit is for a new screen?",0
94751,"I just got this - no instructions. It looks like it can t be turned on and off? Is it always charging? What s the short cable for?",0
45812,"I ordered the Pebble phone charger and instead of a single hole in the bottom it has 2 usb ports. Why?",0
5290,"Storage: Do you need to keep it refrigerated after opening?",0
77869,"Does this fit the 5c?",1
95870,"Is it a hard cover case on the back &amp; sides? I don t like the flimsy soft cases. Thanks",1
12976,"Does this product help neck pain due to arthritis?",1
39435,"Can it be used with consumer cellular",1
13341,"Can you tell me if this works with Phillips Senseo Latte (HD7854/88), thanks.",0
86128,"Does this work with a lifeproof case ?",1
78267,"How well does this do with removing/blocking background noise and wind? Anyone able to compare this to the Plantronics Discovery 975 or Jawbone Era?",0
97186,"works with Verizon Wireless model (is differents like others)?",1
22885,"is this item a genuine GE part because I ordered it before and was not the right fit and not GE",0
30709,"CAN I USE IT WITH METRO",1
20734,"Do you get a pair or just one hose for $12.88?",0
12614,"Is potato GMO or Non-GMO?",0
12713,"what is the expiration date? I just ordered three packs of 12. Natalie",0
60883,"Hi does this iPhone come with the wall charger or do I need to get one separately? also, what else comes w\ it? or is it just the iphone by itself?",0
10909,"I found Udi s in the frozen section and, upon defrosting it, noticed a white powder on the bottom crust like bread mold. What gives?",0
63211,"Can I use this card for T-Mobile $30/month plan, including data, text message and call?",1
83275,"Is it possible to replace the glass with out messing up the digitizer? any tips here?",0
65436,"will this work in west africa?",1
29663,"will this fit lg 90",1
25365,"I have this being delivered on Thursday I want to confirm that this is a OME part and not some other manufacturer I paid additonal to get OME",0
66224,"It works with I9300?",0
51070,"Is the cord able to come off of the receiver end?",1
42876,"I see that the headband that runs around the neck is too delicate? Does any of you guys have any trouble like breaking the neck band?? Durability?",0
58995,"Is this a regular or a micro sim? I m seeing mixed answers and I need a micro sim card and don t want to resort to cutting one",0
102074,"can you use the real s4 case on it",1
80241,"will this work with a horizontal cigarette lighter socket? I saw a similar product that warned you needed a vertical or 45 degree socket?",0
102600,"Will this case fit if I leave my otter case on it? The case is not large.",1
50000,"Would this fit the Samsung galaxy S2 for the straight talk from walmart?? Not sure if that is a skyrocket.",1
83517,"its work with galaxy s3",0
34623,"Does this phone come with an American prong Charger/ travel charger and wired earbuds?",1
43726,"I m a lady truck driver and I m wondering if this will fit my smaller head.",0
83447,"What kind of sd card do I need for this phone? Have it on the way and know I need one but do not know which one to buy .",0
77303,"What kind of material is it plastic",0
98434,"good night .. I wonder because they publish a picture of a phone with camera flash on the back if you actually sell the team has no flash on camera!",0
98437,"What would be the maximum tablet width this stand would support? I am asking so I could use it for an Ipad covered by a waterproof case",0
10191,"how many come in the order?",0
60047,"Does it work on Alcatel smartphones?",1
64577,"what is the carrier?",0
32687,"Is it really unlocked? does it work with any sim card? i LIVE IN VENEZUELA by the way",0
93999,"where does the USB cable plug into the battery case. my USB cable does not fit the side of the battery case",0
41384,"Is this phone compatible with the Page Plus (Verizon) network?",1
41348,"Will this work with Virgin Mobile?",1
8299,"I really like the Simply Naked, but why when I buy them at the grocery store are the chips always in small pieces.",0
38297,"How is the performance and what are the features when used with the Samsung Galaxy S4?",0
48120,"Will this work with the 2nd gen MOTO X?",1
74426,"Good evening, I would like to know if this phone works with 3G bands Venezuela 8500/1900/2100? thanks ...",0
105295,"Does it come with a charger, headphones, and the case in the pictures?",1
77972,"what color of this case is best for white s4?",0
78819,"Will this phone work on wifi only, without a cellular plan?",1
32682,"Will it charge an I phone?",1
43574,"So does this work with us cellular or verizon or alltel?",0
1861,"Does this import from UK or Canada?",0
14102,"What is the average shelf life of this product?",0
57564,"I want to know the 3G bands..",0
53953,"Is the charger original from samsung also?",1
85639,"Hey, I have a ford taurus 2003 and using iPhone 4s, but tend to buy a bigger screen iPhone in soon. Does any body use this, how does it work?",1
29000,"buying the phone by itself: what if i want to buy the phone by itself?",0
19779,"What is the warranty period/policy on this product? I ve had it for 5 months and it has suddenly stopped working (not sending signal to solenoid)",0
59491,"Is this cord included with the case?",1
11552,"can it staying long time without of the refrigerator after i mix it with the water already ? how many hour it still good if not keep it in refrigertor",1
97929,"Is this T-Mobile model?",1
68466,"fake or not is it a fake?",0
4094,"I dislike the mochi ones. How different are these?",0
63537,"will this case work for the galaxy s3 for boosmoble?",1
102627,"is this phone come with traditional chinese(&#x7E41;&#x9AD4;&#x4E2D;&#x6587;)? and is the warranty in US?",0
57172,"Tiene menu en espa&ntilde;ol a se pude pasar a este idioma",0
24020,"Like others have reported, my GE WD24X10043 unicouple is leaking at the faucet adapter. What has actually failed within the unicouple to make it leak?",0
37232,"Can you get Skype on this phone using WiFi?",1
47679,"Does this phone come with the battery",1
36507,"This says all HTC phones - just double checking Thunderbolt, too?",0
25700,"can i blug into wall",1
9017,"which flavor is best?",0
68310,"Is the camera affected by the case? We had one similar that the flash caused some trouble with the images.",1
102482,"Will it work for iPhone 5c?",1
98935,"is gsm",1
99715,"Does the red color match the  bright red  version of the nexus 5?",1
93893,"Can you mute it while a call is in progess",1
84267,"Does both SIM slots support 3G network? Is it DSFA or DSDS dual sim technology?",0
36392,"How s the sound when do you get a phone call? Is it clear on both callers?",0
76438,"how do i know if its charging",0
9585,"What is the expiration date?",0
52445,"does it have a built in screen protector",1
67762,"How much of a lip is around the front to protect the screen?",0
2534,"any Zojirushi users try this? if so, did you use gaba,brown, mix or white rice setting?",0
93518,"I am concerned that this case won t fit properly after seeing a review. How can I be sure? Did anyone have trouble with it fitting?",0
36104,"Can it be used for boost mobile?",1
47136,"Is this the one with the 3.5 mm plug?",1
44649,"can i charge the battery and the phone at the same time?",1
5663,"whats the differnece in clear jell and sure jel pectin",0
55020,"cell is unlocked? gsm works in Venezuela? up with movistar 3g",0
74635,"So if people cant hear you does that mean that you cant make phone calls with the case?",0
77627,"what all comes with the order and do these fit all ipods i have a ipod nano will it work for it?",0
100919,"are they seperated or together?",0
8100,"how many carbohydrates and fiber are in each tablet?",0
97706,"what is included in the box , and is it in a sealed box",0
58169,"does theis charger wiork with Assus EEE assus transformer which charges with 15 V and 1.2 A?",1
11809,"How much iodine contains/ serving? Or how much DV%?",0
81399,"how long do it usually take it to ship and is the case good if you only use your phone lightly",0
89655,"does this clip fits an outterbox defender 5 c",1
74314,"is gsm?",1
96740,"Does this come in original packaging",1
29002,"How do I lock the keypad on this phone ? Where is the keypad lock application installed ?",0
7649,"How many carbs",0
108076,"Will this work in Gunnison Colorado?",1
84528,"DOES THIS CASE WORK FOR THE GALAXY S 3MINI G730A",1
111725,"Do you have to remove the phone from case in order to take a picture?",1
82789,"How snugly does the phone fit? Can it be placed securely in the cradle and removed with one hand?",0
50756,"I love Music. Does the phone have a memory card slot?",1
33782,"can you send and receive picture messages? and do you have to have data to use it?",0
20948,"THe dimensions are 24x29.3x32.4. Is that length, width(depth), height?",1
68718,"Can this charge a Kindle Fire HD?",1
48861,"It has a USB socket. So if i plug a usb to usb from my computer, would it charge the batteries from computer poweR? That would be cool for travels",1
67948,"Does it work on Verizon?",1
53709,"Is the dock wall charger charge the battery, or is it a regular USB?",0
95177,"Does this product ship from the US? (What is the average ship time?)",0
62327,"This phone is suppose to have a speaker phone option but I can t seem to find anything that tells me how to turn it on.",0
107067,"Is the phone GSM capable",1
31090,"Will THIS phone work on an AT&amp;T existing plan?",1
26648,"Stated dimensions in the description are 22x19x41 inches. I need to know which measurement is the width across and which is its depth when in use?",0
69343,"is the phone totally new? it has warranty? and it comes in the original box (with headphones, charger,etc) ?",0
20791,"Our model number is ed5fhghkq02 Will this filter fit?",0
43809,"hello is unlocked?",0
48601,"I have the plain Motorola Droid Razr. Will this case fit my phone?",1
55474,"This is fake, not the real one right?",0
2484,"how big are these? I need the size.",0
94659,"Can this case be attached to a belt?",1
96209,"Will it work with SPH-DA120?",1
59938,"Will it scratch the phone and will it fit the iPhone 5s?",0
52025,"Some friends said that twith this phone you can not use hotspot feature. Is it true?",1
22118,"Is the color a shiny chrome or brushed steel?",0
94569,"Hi, I was wondering if there was a pocket for money anywhere?",0
60659,"What is frustration free packaging?",0
74399,"I ve heard that chargers that charge very quickly will damage the iPhone battery. Will that happen if I use this portable charger?",1
105425,"Is the image quality of the screen decent? I have seen some reviews from replacements that say the glass is darker than the original.",1
53426,"does this work in india",1
81618,"Is this compatible with a Samsung Galaxy SII - Epic - Model SPH-D710",1
69674,"How many pounds the Shipping Weight?",0
56999,"will this work in a Motorola droid x MB810 prepaid phone?",1
74279,"Used this since november 2014, the battery is swelling up now. i have samsung s4 from sprint.... is there a warranty?",1
5988,"Can someone please tell me all of the ingredients in this? Thank you SO much!",0
66392,"Will this case fit the LG Mach from sprint?",1
67462,"Good afternoon. this device is unlocked?",0
26000,"will this wash and dry at the same time?",1
112825,"Will this phone work on T-Mobile?",1
112163,"Does it support t-mobile 3G? Thanks!",1
9402,"Does this product contain gelatin as an ingredient? Is the source of gelatin (pork, beef, fish, etc.) mentioned?",0
68348,"will it hold an Iphone 5C?",1
89102,"It is unlocked international? Work with movilnet, movistar?",0
30131,"Does the sine wave interfere with other electronics (like a car radio or tablet).",1
105951,"What does it weigh?",0
14628,"What is the size of the pouches in the six-pack?",0
53252,"Is this compatible with the apple iPhone 5s?",1
37372,"can i use it with extended batteries?",1
85265,"the processor is 6589T o 6589?, because on internet says different specifications",0
57929,"Does it work with Ipod 3rd Generation?",1
45938,"Does this phone take the micro sim or a regular sim card?",0
48260,"IT&acute;S THIS IPHONE 4, OR IPHONE 4S..??",0
52123,"looking for a Motorola rugged service phone that has the CDMA system that Alltel uses.",0
56473,"does this phone take decent pictures",1
39203,"if i have att phone plan w/ data will my internet work, (already have this same phone)?",0
5017,"Has anyone tried the Softgel version? Are they larger than fish oil pills?",0
88061,"We have 4 cordless phones in the house. Will we be able to use any/all of them and they ll work or do you need to use the one that is connected?",1
52510,"Does it go with Lumia 1520?",1
36091,"It this a cdma or sim card tecnology phone?",0
4403,"I am looking for a organic pure cinnamon,with nothing added,can you help me.thank you.",1
57544,"&iquest;Has anyone found a case that fits this back cover with the  recessed  camera area?. &iquest;Any suggestion?. Thanks in advance!.",0
79941,"does it fit samsung galaxy legend?",1
107490,"can it go on the internet and/or get other apps?",0
100638,"Will this case will fit an iPhone 5s in an Otterbox Armor case, which measures 5.5 inches long? If it does, how well does the flap close?",0
30192,"Will this also work on Samsung tablets that have the same connectors on both ends? I have a Samsung Tab 2 in addition to an iPhone 4.",1
65094,"Will the Case always charging ruin the battery life since I would be using it as a carrying case as well",1
103266,"does this case have a holster or clip?",0
66561,"Do I need another cable in in order to connect to tv or does this automatically connect to he I port on tv?",0
85017,"hello this is this phone? vezuela works well? is fully unlocked? ..... you need one touch with bbm, whtasapp, raise 3G coverage. please respond!",0
45785,"will this fit a adr6400L",1
72417,"What battery would be good to use with this product to charge so I can run my ipad iPhone and even a laptop for a small time?",0
44493,".",0
100347,"Can you take the adhesive mounting ring off and put it back on somehow?",1
96070,"How often should I plug in battery for a full charge to last me throughout day ? I work nightshift",0
535,"I m not familiar with whole peppercorns. Do I need to ground them before eating, or can I eat them whole?",0
83967,"Will this fit on my Verizon Iphone 4s?",1
18648,"Is the loaf wrapped well like bread bought at a store?",1
28528,"Does it take a long time ( hours ) to pre fill?",1
75589,"is this compatible with an iphone",1
3796,"Can use this to dispense Jelly Beans?",1
10244,"Is it ok for pets?",1
5597,"Does the cinnamon in the cinna honey use ceylon cinnamon?",1
101690,"can they be used as lap top speakers",1
77875,"I ride with 2 others. Can I link 3 units together?",1
56963,"I want to know if a charger comes with the phone. Also, is the sound nice and clear ?",1
62806,"galaxy s3",0
35785,"does it work with iphone5",1
17899,"I ordered a 5 pack and can t get two of the bottles to squeeze out the product. Has anyone else encountered this issue?",1
92941,"What is the warrantee",0
35423,"Is it unlocked?",1
14570,"The expiration date of this honey?",0
114200,"i order one. is this the metallic black version? in the pictures of the phone are the gold one and i want the metallic...",1
103231,"Will it work with the iphone 5c",1
10296,"Is this product ground or in stick form? And if in stick - anyone know the size 3  - 4  etc? Thanks...",0
48980,"Hi Friends, recently i brought this product but i am finding difficulties in pairing this device with my mobile. could you please let us know the device name for pairing and if i need to do any additional set up on this device?",0
28648,"My Coby620 4 GB MP3 player has a rechargable lithium-polymer battery; will this charger work with it",1
46573,"is this phone unlocked? can it be activated at my local phone company?",0
113838,"How long did it REALLY take to ship your new Volt? I have a Prime membership but it says  Usually ships in 1 to 4 weeks.  I would need it this week.",0
25634,"Can I fit a large pot or pan in this? And would it clean it good? It s alright if I have to put the pot or pan in alone for the wash.",0
87986,"Is this case to galaxy S4 mini I9195 too?",1
9257,"What is the ingredient list? Nutritional info would help too. thanks!",0
62460,"Originally, I was just going to get some Bluetooth earbuds for music, but since I need a bt headset for phone too..any drawbacks?",0
97410,"Why does a product with a lifetime warranty come in a 3 pack? Do you mean the lifetime of the screen protectors themselves?",0
98475,"Can anyone suggest an 1/8  cable to plug into the headphone jack so I can connect to the Aux In of my car?",1
111884,"Does this support charging 3 things? 2 via USB and one via a socket prung? Just making sure its not just 2 USB only.",0
16760,"Is this price really for only 10 servings (cups), and if the item is completely recycleable, why are their foil wrappers?",1
113463,"Is this compatible with the SIII /SCH I535 version?...also I see it states the batteries are 3.7 volt, whereas the original battery is a 3.8",1
92284,"Is this 50,000 mAh battery capable of charging a laptop computer?",1
101896,"Is it jellybean or will it update to jellybean",0
5050,"are these individually packaged?",1
50093,"does this phone need data plan",1
31050,"Will this work for the LG vx700 or v700 tablet?",0
9216,"what are the directions for preparation of the packets",0
12402,"Is this the light or the regular champagne dressing?",0
27649,"Does this work on model ED5VHEXT001",1
55427,"Will I be able to register this with lifeproof s website if I purchase it from you? Does it have serial numbers?",0
10719,"can I use food processor to mix",1
33512,"is charger good for nokia 5v 350ma",1
70490,"Will This fit my Droid Maxx? (Not Maxx HD)",1
30692,"will the otter iphone 3 fit an iphone 4?",1
97117,"Just a query about international warranty on this. I would be using this in ASIA, would this be any issue? My concern is about international warranty.",1
59516,"Will this work for a Samasng Galaxy S2 i727 (skyroket AT&amp;T)?",1
92795,"Would this be a good product to use to fill in a surface crack on the screen? (To stop it from spreading and make it feel less rough)?",0
113274,"Can this fit Samsung Galaxy note 4?",1
13193,"How long would these last if we stored them?",0
93594,"Is there a screen protector built into this case?",1
27906,"Does the vent exhaust exit from the top of the unit into the ceiling, or does it exhaust into the adjacent wall?",0
86644,"Would this fit a Galaxy Note 1?",1
79396,"Since this is the unlocked version of this device, will it include a North American wall charger, or will it be International?",0
19507,"can you use this for oil pulling?",1
6251,"Is your product free of common allergens such as gluten, wheat, soy, dairy, nuts? and is not manufactured in a facility that produces these products?",0
105875,"both read Otter box on clip underside reads Made in USA on OEM. Aftermarket reads Made in China Which is this",0
1525,"how many cups in the 3 lb can?",0
67275,"is this case protect the from glass or mainly the back? Thanks",0
28281,"Does this come with any humidification unit?",1
90820,"As time the product arrives at miami?",0
54856,"includes the smart tags?",0
10256,"About how many sharks come in a 5 lb bag?",0
22457,"Can anyone let me know the tub you use that attaches to this product successfully?",0
112215,"Used mine twice now it s dead. Tried to charge it. Dead.",0
16611,"Does it come in different colors? I don t mind making my own fondant EXCEPT when it come to making dark brown. It is a nightmare",1
95898,"this phone is unlocked for use in Venezuela?",0
86766,"whats included in the kit?",0
103946,"is it at&amp;t and straight talk compatable",1
52443,"Do the pictures come out clear? With some of the other cell armor cases reviews said pictures come out the color of the case around the lens.",1
26440,"will this fit kenmore model 13863k602",1
60089,"Does it work for a Lucid??",1
70784,"Is this 4G compatible and does it work in the United States.",0
13383,"How does this product differ from http://www.amazon.com/gp/product/B00D... other than the price?",0
84244,"Will this fit the Samsung Galaxy S4 SCH-I545 from Verizon?",1
105485,"If I drop it is the case shatterproof?",0
38652,"i would like to know if this phone could be used with a non data Verizon plan &amp; i wAnt TO MAKE SURE THAT ITS NOT A PREPAID PHONE. ???",0
108691,"my Iphone shows this message  this cable or accessory is not certified and may not work reliably with this iphone  can I make something about that?",1
61383,"Can you sync with iTunes through the cable, or is wireless syncing necessary?",0
49465,"Does the battery work for Samsung Galaxy S2 Black standard Battery (EB-L102GBK, 1650mAh, 3.7 V Li-ion Battery 3.7 V Li-ion Batterie 6.11Wh)?",1
31989,"does this cover zip 34145",1
46746,"if I place the base in basement, would I get signal on lobby (wood floor)? does signal goes through standard bedroom door (10  away from the base)?",0
90968,"Does it come with an adhesive back like the original iPhone 4s battery?",1
25793,"What is the height of the fridge itself (w/o tap) and the height of the back rail? Can the casters be removed so the fridge sits on the floor?",0
42568,"I have a UAG case will it fit?",0
81451,"Is this for the American Galaxy? Mine is the i717 and just wanted to know if this is for sure the right part.",1
88927,"will this phone work in Saudi Arabia?",1
31734,"To remove the smartphone is it necessary to take the entire cradle off, as per instructional video, or can you just remove the phone?",0
68595,"is this a good product for the iphone 5s",1
50243,"Does it work with Att?",1
103610,"will I be able to use the wifi feature to download apps or browse the internet before it is activated through tracfone?",0
107907,"will this fit a galaxy s5 w/a tech21 case on? don t want it too big...don t want phone to fall out...",1
39479,"how are the suctions? does it come with visor clip?",0
36201,"Does this work for LG 900 g can t seem to find this number.",1
68741,"Will this case also work for an Iphone 4s?",1
25650,"does this fit model 795.74043.410",1
26154,"hi what size box does this come with",0
84462,"does this fit the verizon version of the s4 mini? Thanks",1
12291,"Is there a best before date on this?",1
7784,"Can this be used to make buttermilk pancakes? The Original Pancake House uses a  sour starter  for their pancakes. Or is that something different?",0
74453,"will this phone work on verizon network",1
55928,"This item came up when searching for something that fit a Motorola Droid 3 but by the dimenstions listed, it doesn t look like one would fit....",0
30365,"Does it work with Iphone 5",1
99314,"are the SIM slots both micro?? or one micro and one standard??",0
111596,"Is this case made of genuine leather? I think at this price it should be",1
27429,"What is the difference between W10295370 FILTER 1 and W102953570A?",0
61791,"Is this MADE IN CHINA? or where",0
89916,"Any chance this would fit an S3? Or would the model for an S3 fit an S4 if one was to upgrade later?",0
974,"Are these the larger ones or regular sized? Thanks!",0
47673,"Does it have a good camera",1
87746,"what is the input and output for this device(amps and volts) how long does it take to fully charge it and how long does the charge last",0
15455,"how many tea packets are in sampler?",0
56724,"is there a problem with fit if I have a Speck or Otterbox case?",0
66156,"This case vs Ballistic for nexus 4?",0
83298,"What are the dimensions of this case? Curious my battery (it s not an EasyAcc one) will fit in it before I buy it.",1
98624,"So one order is for all 3 cases, right? It s not sold individually, right?",0
9952,"About how many smoothies can be made from this 64 oz. bottle?",0
100758,"Is this case compatible with the AT&amp;T version?",1
29854,"Voice Dialing: Does this phone support Voice dialing?",0
22409,"When I tried replacing this filter in GE refrigerator #TFX25PRBBB, no water came out of the plastic tube supply tube. How do I flush the new filter?",0
31070,"Does this case work for LG Optimus Select",1
67949,"If this is an upgrade from the Q53, what s different? Also, I can t find any information whether this phone is dual sim or not, please confirm.",0
99907,"Does this model work with Verizon or just GSM?",0
30364,"I need a blue tooth when I am riding my Harley which blue tooth would work the best?",0
91952,"Why does it take 17-28 business Days to ship? That is ridiculous when it says it is in stock...... Please explain",0
57751,"Good morning everyone. I am planning to purchase this product but am a bit confused. Why does it need a special backing?",0
112711,"Will it solar-charge if placed in the sunlight with 0% internal battery, AND charge a connected phone?",1
111146,"Can it be Charged in 220v wall socket(europe) or only in 110v (US)?",0
67564,"Are there any issues with activating and using an unlocked phone? I will be putting it on T-mobile so I would think it would be a perfect fit but being unlocked is there anything I need to do special to activate it (other than putting in an activated...",1
51253,"will it work in India and other countries if I use the local sim card?",1
33000,"what is the difference btn the BP and BS slide switch setting on the side?",0
13031,"This may be a dumb question, but why is there Chinese writing on the can if it is from New Zealand? I try to avoid buying any food from China.",0
12227,"Is this stuff sticky? Short and medium grains usually are.",1
43775,"will this phone work (call,text,send pics) with Consumer Cellular if I buy a sim from them??",1
43746,"Will this mount fit the Stratosphere 2?",1
76510,"Question for JCC: How were you able to put the old cover back on?",0
72816,"Does dialing *#06# on your keypad show you a 15-digit all-zero IMEI number?",1
15416,"Is it hard to do? I ordered it today!!!!!!",1
35515,"Want to order for iPhone 4. Do you have to have AT&amp;T or Verizon service? Confused",1
21912,"Will this fit model pyet344ayw maytag dryer?",1
80982,"does this phone come with a charger?",1
2512,"Does the Bottle come with the Outhouse?",1
53235,"Is it 100% original? i bought 1 in ebay and it didn&acute;t work.. how is the warranty ?? and i need 2",0
48339,"What extras come with the phone? As in, charger, usb cord....and so on.",0
23640,"stops at rinse and spin cycle, why?",0
112857,"Does it hinder any of the buttons/features (specifically the IR blaster)?",1
24887,"Will this bellowcseal fit model number wfw8300sw04 it is a whirlpool sport duet.",1
96795,"I have an IPhone 4 now with no sim card? to activate an iPhone 5c, will I need a sim card?",0
105649,"How thick is the Case? Is it Slim?",0
110716,"Does this work with the Samsung Galaxy S5 Active?",1
24630,"is 2188656 compatible with Model ES5FHAXSA00. I had wrong model number before, sorry",1
96461,"How is the protection level of this case for dropping the phone etc? My 4 year old is constantly stealing and dropping my phone...",0
47907,"is the phone on a prepaid plan?",1
11655,"Is it organic?",1
72242,"Will this work for the iphone 5c?",1
4570,"Do you ship to England?",1
103612,"is this a 90 days prepaid minutes or a monthly plan (30days)?",0
11039,"How to make a good rye bread in bread machine using this flour?",0
13677,"Does it come in a plastic or glass bottle?",0
7197,"Is this product imported? From where?",0
17918,"can you use K-CUPS with this machine?",1
76788,"does it include LCD screen?",1
111384,"How easily can you text with the phone inside the cover?",0
77760,"Is phone support Bluetooth, Wi-Fi and what kind of android is it? Please give me all the best information you can. Thanks a lot.",1
45174,"hello, I need screen Samsung Nexus S i9020 will have it available is an article for import into Venezuela must be well protected at the time of purcha",0
7453,"are the bags individually wrapped?",1
13262,"ingredients: is there anywhere were there is a list of indgredients?",0
65638,"Hi, i can use it in argentina ? are they factory unlocked? can i buy 2 cellphones and send them to a hotel in miami?",0
62607,"What is the maximun output for each port when all 4 ports are used? Is it equally devided between all ports e.g. each port will have 2.1/4 = 0.5A?",0
50050,"is this a good phone",1
89856,"Does the black earhook need to be  adjusted  with pliers, as pictured?",1
79421,"Will I be able to switch to Chinese keyboard with this phone&#xFF1F;",1
67258,"How is this case with taking FLASH pictures in the dark any color???",0
17178,"Is the country of origin not known??",1
24914,"Will this fit my Kenmore 110.67072600?",1
63642,"NFC?",0
113536,"Does This phone come with a sim card? Thanks",1
20121,"I am interested in buying the  Avanti 110-Volt Automatic Dryer . Do I need this vent as well? I figure I purchased both if needed and save some time.",1
45813,"what accessories does it come with?",0
29367,"Can I use my Beats headset with this device, using it to connect with the XBOX controller? The Beats is a 3.5mm with mic., and the XBOX 2.5mm male",1
62909,"Does this case come with a belt clip?",1
56478,"Can you still slide the qwerty keyboard out when the case is on the phone?",1
112510,"Does this phone work in Colombia?",1
111940,"Wich sellers should I buy from?",0
56884,"will it work with the galaxy S4 with a seidio Active case (with kickstand)?",1
51932,"Is it blue tooth compatible?",1
106610,"How does this work if your phone has a cover? Does the thickness of the cover plastic get in the way?",0
75236,"How do you recharge this device?",0
100020,"I tried to install some applications (whatsapp, bongo, viber, e. t.c) but I couldn t. what can I do?",0
101785,"Will this phone work in Dominican Republic? will the warranty be maintain?",0
10272,"Which spices come with this rack? It s hard to tell from the image. Thanks!",0
81540,"Do you get all the 300pc?",1
29677,"Does your product squeak when you write with it? Mine does- Should I return it?",0
94134,"CAN BUY A REPLACEMENT CHARGER",1
89958,"Ok, you don t have a picture of the back of the case, but can you describe it and tell us what the material is on the back and what holes are there?",0
46475,"Will this phone get group texts and photo texts without a data plan?",1
104367,"is dual sim?",1
33573,"I cant find the update for the Zomm, get all kinds of odd web sites when I try. Where do up get the updates?",0
57719,"How do you recharge this unit? Do you have to buy batteries for it?",0
62778,"Will this fit an Iphone 5c?",1
47802,"can I get square tradefor my atoah 6 ",1
57956,"i want to know this unlocked phone will work in venezuela?",0
79019,"it s working with gsm tech?",0
23178,"cfm*",0
31489,"What is the size of it internal memory?",0
59439,"Do you have this cover for the samsung note 3?",1
104420,"When will the black and white be available for purchase again?",0
94545,"Can this be used with a car mount holder without having to take out from the case?",1
96710,"I have a Neo Hybrid Case from Spigel on my Note 3. If I purchase this Caseology battery, will it fit into my phone, and inside the NH case flush?",1
54987,"Does this case fit the galaxy sIII mini?",1
113971,"Does it come with a wall charger to charge the battery or does it charge by plugging in by USB cord to a computer?",0
51397,"Does this work with StraightTalk s ATT phone SIM card? If it does, do you get LTE?",0
87393,"Does this case support the 30 pin to lightning adapter?",1
61282,"My husband bought this. He can place a call but he cannot answer a call. Can anyone help? The call rings in but the button doesn t connect the call.",1
33921,"When on the auxiliary input. If you shut off the car and then restart, does this unit return to auxiliary input or does it go to Bluetooth?",0
21944,"Only a 90 day warranty. Doesn t sound too reassuring. Any long term use examples?",0
1084,"Do you have to be of age 21 to order or ship to?",0
85425,"Does anyone know whether otterbox sells the screen protector that comes with the defender?",0
44585,"Will this case fit an iphone 4c?",1
68633,"Does this product come with adhesive to affix the glass to the digitizer?",1
56553,"whats the color inside PLEASE HELP",0
6855,"Does this make ice cream that is creamy like factory made ice cream or is it icy like is typical of home made ice cream making machines?",0
25120,"what are measurements?",0
79903,"Is this product for the Samsung Galaxy s4 ACTIVE?",1
112518,"does this get hot? or does it make the phone hot or warm? like the s4?",0
16219,"Is it non GMO?",1
86411,"Ok so is there a trick to get the case off? I cant seem to get it off without feeling like im going to break it. Thanks =",0
99320,"what is the processor speed please ? is it 2.3GHz quad-core Qualcomm Snapdragon ?",0
92775,"could it become a hotspot?",1
4476,"What are the ingredients?",0
29652,"We can not find the cord that comes with this. Does anyone know where we can get another cord?",0
90792,"This does not fit my galaxy s4 phone",0
3072,"Is white chocolate the same as French vanilla?",1
7527,"Has the packaging improved? I was going to order this item, but the reviews were a real disappointment.",1
84480,"Can anyone confirm that this case work with the Hyperion 5800 mAh battery?",0
110394,"Will this work in the Philippines?",1
60623,"is it compatiable with the samaung galaxy s3",1
34648,"how many phone numbers does it store? What kind of payment plan?",0
